dsire_id,dsire_name,dsire_match_reason,source_url,llm_confidence,llm_open_questions,scenario,description,state(s),building type(s),building vintage(s),end use(s),tech(s),fuel type(s),base fuel,base fuel backup,modification,scope,ira,increase pct,performance level,performance units,credit pct,rebate amount,rebate units,start year,end year,applicable fraction,fraction notes
3246,Montgomery County - Property Tax Credits for Newly Constructed Buildings,updated,https://www.montgomerycountymd.gov/DEP/energy/commercial/property-tax-credit-mc-incentive.html,low,"This is a whole-building property tax credit tied to LEED certification or percentage performance above code, rather than a direct equipment rebate/tax credit. Specific equipment performance metrics (COP, AFUE, R-value), program start/end years, and direct equipment cost/rebate values are not defined in the source summary. A human reviewer needs to determine how whole-building property tax credits map onto Scout measure capital costs.",reference,Montgomery County - Property Tax Credits for Newly Constructed Buildings: https://www.montgomerycountymd.gov/DEP/energy/commercial/property-tax-credit-mc-incentive.html,MD,"commercial, multi-family residential",all,all,all,all,all,,,non-federal,,,,,,,,,,,
3745,PEPCO - Residential Energy Efficiency Rebate Program,updated,https://www.pepco.com/WaysToSave/ForYourHome/Pages/MD/RebatesAndDiscounts.aspx,medium,"Specific performance requirements (e.g., UEF rating) and program start/end years are not specified in the input text and need verification from PEPCO's guidelines. Separate rows could also be drafted for smart thermostats or appliance recycling if needed.",reference,PEPCO Residential Energy Efficiency Rebate Program: https://www.pepco.com/WaysToSave/ForYourHome/Pages/MD/RebatesAndDiscounts.aspx,MD,all residential,all,water heating,electric WH,electricity,all,,replace,non-federal,,,,,,1600,$/unit,,,,
3106,Prince George's County - Solar and Geothermal Residential Property Tax Credit,updated,,medium,"Source URL was missing from the DSIRE input record. Specific minimum efficiency/performance thresholds were not quantified. County-wide total budget cap of $500,000/year may limit the applicable fraction.",reference,Prince George's County - Solar and Geothermal Residential Property Tax Credit (Prince George's County Office of Finance),MD,all residential,all,heating,GSHP,electricity,all,,replace,non-federal,,,,,50,5000,$/unit,2008,,,"A county-wide program cap of $500,000 per fiscal year applies, which may restrict the overall applicable fraction."
22804,Residential Energy Equity Program,updated,https://energy.maryland.gov/Pages/ResidentialEnergyEquity.aspx,low,"DSIRE summary does not list specific eligible equipment technologies or efficiency thresholds (refers to Funding Opportunity Announcement). Program is a competitive grant to local governments/non-profits with a maximum per-residence funding cap of $21,000 for energy efficiency (AOI1). Need to review FOA to determine specific eligible measures, performance levels, and target LMI market fractions.",reference,Residential Energy Equity Program: https://energy.maryland.gov/Pages/ResidentialEnergyEquity.aspx,MD,all residential,all,all,all,all,all,,replace,non-federal,,,,,,21000,$/home,2026,,,
3574,SMECO - Residential Energy Efficiency Rebate Program,updated,https://www.smeco.coop/energy-efficiency/residential-programs/,medium,"Start and end years for the program are not explicitly provided in the input text. Equipment performance requirements (e.g., minimum UEF rating) are missing. Additional offered incentives (smart thermostats up to $75, appliance recycling $50, demand response) were omitted from this row and would require separate rows if tracked.",reference,SMECO - Residential Energy Efficiency Rebate Program: https://www.smeco.coop/energy-efficiency/residential-programs/,MD,all residential,all,water heating,electric WH,electricity,all,,replace,non-federal,,,,,,1600,$/unit,,,,
22591,C-PACE: Efficiency Maine,updated,https://www.efficiencymaine.com/c-pace/,low,"This is a C-PACE financing program rather than a direct rebate or tax credit. DSIRE summary provides no specific rebate amounts, tax credit percentages, or technology performance thresholds. Reviewer should verify whether PACE financing programs are included in incentives.csv and how loan terms should be modeled.",reference,C-PACE: Efficiency Maine Trust: https://www.efficiencymaine.com/c-pace/,ME,all commercial,all,all,all,all,,,,non-federal,,,,,,,,2021,,,
22046,Efficiency Maine - Home Energy Loans,updated,http://www.efficiencymaine.com/at-home/energy-loans/,low,"Program is a loan program offering financing ($25,000 at 7.99% APR or $7,500 at 5.99% APR) rather than direct rebate amounts or tax credit percentages. No explicit rebate amounts, performance metrics, or start/end years are provided. Human reviewer must determine if loan financing programs should be converted to an equivalent cash incentive value or excluded from incentives.csv.",reference,Efficiency Maine - Home Energy Loans: http://www.efficiencymaine.com/at-home/energy-loans/,ME,all residential,all,heating,ASHP,all,,,replace,non-federal,,,,,,,,,,,
5324,Efficiency Maine Appliance Rebate Program,updated,http://www.efficiencymaine.com/at-home/appliancerebate-program/,medium,"Specific numeric performance threshold (e.g., UEF rating for ENERGY STAR certification) is not provided in text. Start and end years are omitted as exact active period is not specified. Program also covers clothes washers ($50 rebate), which may require a separate row.",reference,Efficiency Maine Appliance Rebate Program: http://www.efficiencymaine.com/at-home/appliancerebate-program/,ME,all residential,all,water heating,electric WH,electricity,all,,replace,non-federal,,,,,,1050,$/unit,,,,
1144,Efficiency Maine Commercial and Industrial Prescriptive Program,updated,http://www.efficiencymaine.com/at-work/ci-prescriptive-incentive-program/,low,"Drafted for single-zone air-to-air heat pump mini-split retrofits ($1,000/unit). Program covers many additional HVAC equipment categories (VRF, RTUs, PTHPs, DOAS), weatherization, and small business/multifamily variations that require additional rows or clarification. Specific performance efficiency tiers and program start/end dates are not provided in the input text.",reference,Efficiency Maine Commercial and Industrial Prescriptive Program: http://www.efficiencymaine.com/at-work/ci-prescriptive-incentive-program/,ME,commercial,all,heating,ASHP,electricity,all,,replace,non-federal,,,,,,1000,$/unit,,,,
5442,Efficiency Maine Residential Home Energy Savings Program,updated,https://www.efficiencymaine.com/at-home/,low,"This DSIRE program covers multiple technologies (heat pumps, insulation, geothermal, biomass); this row only drafts the residential heat pump (ASHP) portion. The max rebate is listed as $9,000 depending on income level, but exact rebate tiers and technical efficiency criteria (COP/HSPF2) are omitted in the input text. Separate rows should be created for geothermal heat pumps ($3,000 max), insulation ($8,000 max), and biomass ($6,000 max).",reference,Efficiency Maine Residential Home Energy Savings Program: https://www.efficiencymaine.com/at-home/,ME,all residential,all,heating,ASHP,electricity,all,,replace,non-federal,,,,,,9000,$/home,,,,
22704,Maine - Home Electrification and Appliance Rebate (HEAR) Program,updated,https://www.efficiencymaine.com/IRA-Home-Energy-Rebates/,medium,"Start and end years are not explicitly stated in the text. Program applies specifically to low-income households, affordable multifamily housing, and manufactured/mobile homes; applicable fraction should be adjusted accordingly. Specific efficiency performance thresholds (e.g. COP, SEER2, HSPF2) are not provided in the text.",reference,Maine - Home Electrification and Appliance Rebate (HEAR) Program: https://www.efficiencymaine.com/IRA-Home-Energy-Rebates/,ME,all residential,all,heating,ASHP,electricity,all,,replace,non-federal,yes,,,,100,8000,$/unit,,,,
22637,Maine - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,updated,https://www.efficiencymaine.com/at-work/electric-vehicle-supply-equipment-initiative/,low,"EV charging infrastructure (DC fast chargers) is outside Scout's core building energy equipment/envelope scope. Additionally, no specific dollar rebate amount per unit, percentage credit, or technical performance metric threshold is provided in the source text.",reference,Maine - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program: https://www.efficiencymaine.com/at-work/electric-vehicle-supply-equipment-initiative/,ME,all,all,,,electricity,,,,non-federal,,,,,,,,2023,2028,,
22783,Public Charger Grants,updated,https://www.efficiencymaine.com/opportunities/,low,"Electric vehicle fast chargers (DCFC) are outside standard Scout building energy end-use/technology categories. Additionally, no specific rebate dollar amounts, percentages, or performance thresholds are provided in the source summary.",reference,Efficiency Maine Public Charger Grants: https://www.efficiencymaine.com/opportunities/,ME,commercial,all,other,other,electricity,,,,non-federal,,,,,,,,,,,
22716,Small Business Energy Loans,updated,https://www.efficiencymaine.com/small-business-energy-loans/,low,"This entry represents a loan program (4.99% interest rate for $2,000-$10,000 financing) rather than a direct rebate or tax credit. Specific efficiency performance thresholds (e.g., COP/SEER) and start/end years are not provided in the DSIRE summary.",reference,Efficiency Maine Small Business Energy Loans: https://www.efficiencymaine.com/small-business-energy-loans/,ME,commercial,all,heating,ASHP,electricity,all,,replace,non-federal,,,,,,,,,,,
22141,Solar and Wind Energy Property Tax Exemption,updated,https://www.maine.gov/revenue/taxes/tax-relief-credits-programs/property-tax-relief-programs/property-tax-exemptions#:~:text=Property%20owners%20would%20receive%20an%20exemption%20of%20%2425%2C000.&text=Renewable%20Energy%20Investment%20Exemption%20%2DThi,low,"This is a 100% property tax exemption, not a direct equipment cost rebate or income tax credit. Conversion to $/unit or credit % requires local property tax rate assumptions. Technology covers solar and wind energy equipment for heat or electricity, which does not cleanly match standard Scout HVAC/envelope tech categories.",reference,Maine Department of Revenue - Solar and Wind Energy Property Tax Exemption: https://www.maine.gov/revenue/taxes/tax-relief-credits-programs/property-tax-relief-programs/property-tax-exemptions,ME,all,all,all,all,all,,,,non-federal,,,,,,,,2025,,,
22142,Alternative Energy Property Tax Exemption,updated,,low,"Program is a property tax exemption for alternative energy systems <= 150 kW rather than an equipment rebate or tax credit. Specific rebate amount, tax credit percentage, and precise equipment/technology definitions are not provided in the input.",reference,Alternative Energy Property Tax Exemption: http://www.legislature.mi.gov/(S(k0jpphr2tugg4lfsuxdawlkd))/mileg.aspx?page=GetObject&objectname=2019-HB-4465,MI,all,all,all,all,,,,,non-federal,,,,,,,,2019,,,
4275,Coldwater Board of Public Utilities - Residential Energy Efficiency Rebate Program,updated,https://www.coldwater.org/232/Energy-Optimization,medium,ENERGY STAR heat pump water heater minimum UEF is not numerically stated in text. Separate candidate rows could also be drafted for ASHP ($150-$350) and Central AC ($100-$300) if tier details are confirmed.,reference,Coldwater Board of Public Utilities - Residential Energy Efficiency Rebate Program: https://www.coldwater.org/232/Energy-Optimization,MI,all residential,all,water heating,electric WH,electricity,all,,replace,non-federal,,,,,,150,$/unit,2025,2025,,
